company;Contacté;Notes;website_url;activity_sector;attributed_sale;status
Ecr;;;https://aws.amazon.com/ecr/;Other;;
Youschool;;;https://www.youschool.fr/;Formation/Education;;
Agence Lbe;;;https://www.agence-labelleequipe.com/;Other;;
Bausch + Lomb;;;https://www.bausch.com/;Other;;
Ocde;;;https://www.oecd.org/france/;Other;;
Inhni;;;https://www.inhni.com/en;Formation/Education;;
Cabinet Dentaire;;;https://www.doctolib.fr/cabinet-dentaire;Recruitment;;
Studi Cfa;;;https://cfa.studi.com/;Formation/Education;;
Lycée Professionnel Jean Pierre Timbaud;;;https://www.lyc-timbaud-bretigny.fr/;Formation/Education;;
Epitech;;;https://www.epitech.eu/;Formation/Education;;
Mgen;;;https://www.mgen.fr/;Other;;
Cpam 92;;;https://www.ameli.fr/hauts-de-seine/assure/adresses-et-contacts;Other;;
Theassistant;;;https://en.theassistant.com/;Other;;
Ocf Automobiles;;;https://www.hyundai.com/fr/fr/distributeurs.html/l/villeneuve-saint-georges/188-rue-de-paris/c06ab00454;Other;;
R2T Bâtiment - Saint-Denis;;;http://www.r2t-groupe.com/r2t-saint-denis;Other;;
Ville De Paris;;;https://www.paris.fr/;Other;;
Euretudes Travail Temporaire;;;https://euretudes.fr/;Recruitment;;
Ehpad Mrg (Maison De Retraite Et De Gériatrie);;;https://www.fondation-de-rothschild.fr/etablissements/maison-de-retraite-et-de-geriatrie-paris-12/;Other;;
Fft;;;https://www.fft.fr/;Recruitment;;
Eurofins;;;https://www.eurofins.com/;Other;;
Ido Paris;;;https://www.institutdauphine.com/;Formation/Education;;
Talents Adv & Supply;;;https://www.talents-adv-supply.fr/;Recruitment;;
Ice (Industrielle De Contrôle Et D'Equipement);;;https://www.icegroupe.com/fr/societes/ice-sas;Other;;
Riverchelles La Defense;;;https://www.riverchelles.fr/;Recruitment;;
Qualis Versailles;;;https://www.qualis-recrutement.fr/;Recruitment;;
Epitech Industrie & Ingénierie;;;https://e-epitech.com/Ingenierie/Technique;Recruitment;;
Laboratoires Juva Santé;;;https://www.juva.com/;Other;;
Aboca;;;https://www.aboca.com/;Other;;
Skills Paris;;;https://skills-rh.fr/agences/paris/;Recruitment;;
Technologie Medicale;;;https://www.technologiemedicale.com/en/;Other;;
Lynx Rh;;;https://www.lynx-rh.com/;Recruitment;;
Sabre Paris;;;https://sabre-paris.com/;Other;;
Envea;;;https://www.envea.global/;Other;;
Samsic Emploi - Gennevilliers Transport;;;https://www.samsic-emploi.fr/nos-agences/ile-de-france/hauts-de-seine-92/gennevilliers-92230;Recruitment;;
Thomas Export;;;https://www.thomas-export.com/?lang=en;Other;;
I.G.E Sa;;;https://www.igesa.fr/accueil;Other;;
Sinclair Ressources;;;https://www.sinclairressources.com/;Recruitment;;
Mondelēz International;;;https://www.mondelezinternational.com/;Other;;
Skills Massy;;;https://skills-rh.fr/agences/massy/;Recruitment;;
Randstad;;;https://www.randstad.fr/;Recruitment;;
Laita;;;https://www.laita.com/;Other;;
Rungis Employers Group;;;https://rungisge.fr/;Recruitment;;
Kelly;;;https://www.instagram.com/kellyvedovelli/?hl=en;Recruitment;;
Lip Solutions Rh Paris Office;;;https://www.groupelip.com/503-agence-interim-paris-tertiaire-services;Recruitment;;
Sads Group;;;https://www.sads-group.eu/;Recruitment;;
Lhh Recruitment Solutions;;;https://www.lhh.com/fr/fr/;Recruitment;;
Withings;;;https://www.withings.com/;Other;;
Pwc;;;https://www.pwc.com/;Other;;
Hays France;;;https://www.hays.fr/;Recruitment;;
Ephemera;;;https://en.ephemera-group.com/;Other;;
L'Occitane;;;https://fr.loccitane.com/;Other;;
Nouveaufocus Recrutement;;;https://fr.indeed.com/q-focus-recrutement-emplois.html;Recruitment;;
Serenest Entreprise;;;https://serenest.fr/;Other;;
Verisure;;;https://www.verisure.fr/;Other;;
Mutualité Sociale Agricole Ile De France;;;https://iledefrance.msa.fr/;Other;;
Groupe Centaurus;;;https://www.groupecentaurus.com/;Other;;
Institut Curie;;;http://curie.fr/;Other;;
Progressis;;;https://www.progressis.com/;Recruitment;;
Institut Du Cerveau Et De La Moelle Épinière;;;https://institutducerveau-icm.org/fr/;Recruitment;;
Kg Ressources;;;https://kgressources.atsii.fr/;Recruitment;;
Paint Everest;;;https://peintureseverest.fr/en;Other;;
Solution Profil;;;https://solutionprofil.fr/;Recruitment;;
Scet;;;https://www.scet.fr/;Recruitment;;
Bon Talent;;;https://bontalent.fr/;Recruitment;;
Bouygues Travaux Publics;;;https://www.bouygues-tp.com/;Other;;
Houdart Et Associes;;;https://www.houdart.org/;Other;;
Amf;;;https://www.amf-france.org/en;Other;;
Université Paris Est Créteil (Upec);;;https://www.u-pec.fr/;Formation/Education;;
Unik And Co;;;https://unikandco.com/;Recruitment;;
Mercedes-Benz Paris;;;https://www.paris.mercedes-benz.fr/;Other;;
Perles Office;;;https://www.perles-office.com/;Other;;
Institut National Du Cancer;;;https://www.e-cancer.fr/;Other;;
Euretudes;;;https://euretudes.fr/;Recruitment;;
Colibri;;;https://portail.colibris.education.gouv.fr/;Other;;
Groupe Afnor;;;https://www.afnor.org/;Formation/Education;;
France Boissons;;;https://www.eazle.fr/;Other;;
Afnor Groupe;;;https://www.afnor.org/;Other;;
Acteur Majeur De L'Industrie Des Jeux Et Casinos;;;https://www.mauvaisemere.fr/2023/11/06/lessor-des-jeux-de-casino-en-ligne-accessibles/#:~:text=Lorsqu'il%20s'agit%20de,industrie%20du%20jeu%20en%20ligne.;Other;;
Reseau Ges;;;https://www.ppa.fr/reseau-grandes-ecoles-specialisees.html;Formation/Education;;
Fédération Française De Basketball;;;https://www.ffbb.com/;Other;;
Ifae Rh;;;https://www.ifae.fr/formations/ressources-humaines/;Formation/Education;;
Chambres D'Agriculture France;;;https://chambres-agriculture.fr/;Other;;
Lutece;;;https://en.wikipedia.org/wiki/Lut%C3%A8ce;Other;;
Orphee;;;https://en.wikipedia.org/wiki/Orpheus;Other;;
Auto1 Group;;;https://www.auto1-group.com/;Other;;
Escale;;;https://www.larousse.fr/dictionnaires/francais/escale/30931;Other;;
O2 Care Services;;;https://www.o2.fr/;Other;;
Cci Paris Idf;;;https://www.cci-paris-idf.fr/;Formation/Education;;
L'École Française;;;https://lecolefrancaise.fr/;Formation/Education;;
Epsilon Mélia;;;https://www.epsilonmelia.com/;Formation/Education;;
Cegos;;;https://www.cegos.fr/;Formation/Education;;
Akto;;;https://www.akto.fr/;Formation/Education;;
Réseau Ges & Eductive;;;https://www.eductive.fr/;Formation/Education;;
Kpark;;;https://www.kpark.fr/;Other;;
Entreprise Anonyme;;;https://entreprendre.service-public.fr/vosdroits/F37402#:~:text=La%20soci%C3%A9t%C3%A9%20anonyme%20est%20une,financer%20des%20projets%20d'envergure.;Other;;
Ugc;;;https://www.ugc.fr/;Other;;
Davines Italia Spa;;;https://it.davines.com/;Other;;
France Présence;;;https://www.france-presence.fr/;Other;;
Mezi Line;;;https://mezi-line.fr/;Recruitment;;
Hexopée;;;https://www.hexopee.org/;Formation/Education;;
Fondation L'Élan Retrouvé;;;https://www.elan-retrouve.org/;Other;;
Uptoo;;;https://uptoo.fr/en;Recruitment;;
Maïki;;;https://www.maiki.fr/;Recruitment;;
Poltronesofà;;;https://www.poltronesofa.com/fr-FR/Index;Other;;
Groupe Ppk - Sprint Racing Ecole De Pilotage Sur...;;;https://www.sprint-racing.com/;Recruitment;;
Mw Services;;;https://annuaire-entreprises.data.gouv.fr/entreprise/mw-services-801838988;Other;;
Connectt;;;https://connectt.fr/;Recruitment;;
Kara Travail Temporaire & Placement;;;https://www.kara.fr/;Recruitment;;
Save;;;https://save.co/;Other;;
Ceciaa;;;https://www.ceciaa.com/;Other;;
Centres Médicaux Et Dentaires Jack Senet Et Broca;;;https://www.centres-sante-lmg.fr/prendre-rendez-vous/;Other;;
Savs Association Aurore;;;https://www.aurore.asso.fr/paris-sud-ouest-france-ouest/savs-13;Other;;
Fondation Falret;;;https://falret.org/;Other;;
Mission Interim Saint Lazare;;;https://fr.indeed.com/q-interim-saint-lazare-l-paris-(75)-emplois.html;Recruitment;;
The Estée Lauder Companies;;;https://www.elcompanies.com/en;Other;;
Ankorstore;;;https://www.ankorstore.com/;Other;;
Compagnie Hobart;;;https://www.hobart.fr/;Recruitment;;
Gilgen Door Systems;;;https://www.gilgendoorsystems.com/en;Other;;
Paris Ouest;;;https://www.paris-ouest.fr/;Other;;
Bwt France;;;https://www.bwt.com/fr-fr/;Other;;
Aquila Rh;;;https://www.aquila-rh.com/;Recruitment;;
Dixit France;;;https://www.dixit.paris/;Recruitment;;
Groupe Pomona;;;https://www.groupe-pomona.fr/;Recruitment;;
Jimmy Fairly;;;https://www.jimmyfairly.com/;Other;;
Interim Nation;;;https://interim-nation.fr/;Recruitment;;
Video Plus;;;https://www.videoplusfrance.com/fr/;Other;;
La Piscine Paris;;;https://www.lapiscine-paris.fr/;Other;;
Groupe Verlaine;;;https://groupeverlaine.com/;Other;;
Eti;;;https://www.insee.fr/fr/metadonnees/definition/c2034;Other;;
Nike;;;https://www.nike.com/;Other;;
Tüv Rheinland Group;;;https://www.tuv.com/world/en/;Other;;
Horiba France Sas;;;https://www.horiba.com/fra/company/group-companies/europe/france/horiba-france-sas/;Other;;
Rexel;;;https://www.rexel.fr/frx/;Other;;
Fed Finance Banque De Marché;;;https://www.fed-group.fr/fed-finance;Recruitment;;
Hi.Value;;;https://fr.indeed.com/cmp/hi.value;Recruitment;;
Sbc Intérim;;;https://www.sbc-interim.fr/;Recruitment;;
My Connectt;;;https://myconnect.fr/;Other;;
Rc Recrutement Conseil;;;https://recrutementconseil.com/;Recruitment;;
Mvip Consulting;;;https://www.mvipconsulting.com/;Recruitment;;
Tn Avocats;;;http://www.tnavocats.com/;Other;;
Fauchon L'Hôtel Paris;;;https://fr.hotel-fauchon-paris.fr/;Other;;
Btsg2;;;https://www.btsg.eu/;Other;;
Bureau Veritas;;;https://www.bureauveritas.fr/;Other;;
Bolloré Group;;;https://www.bollore.com/fr/;Other;;
Groupe Rocher;;;https://groupe-rocher.com/;Other;;
Ernest Gutmann Yves Plasseraud (Egyp);;;https://www.egyp.fr/en/home/;Other;;
Cité De La Musique - Philharmonie De Paris;;;https://philharmoniedeparis.fr/fr;Other;;
Cromk Ile De France;;;https://idf.ordremk.fr/;Other;;
Univers Poche;;;https://fr.wikipedia.org/wiki/Univers_Poche;Other;;
Keemia;;;https://www.keemia.fr/;Other;;
Cnil;;;https://cnil.fr/;Other;;
Groupe Scp;;;https://www.groupescp.fr/;Other;;
Dialogues Et Solutions For Ubiqus;;;https://www.ubiqus.com/fr/secteurs/relations-sociales/cee/;Other;;
Infinity Global, Inc.;;;https://www.infinityrp.com/;Other;;
Samsic Medical;;;https://samsic-medical.com/;Recruitment;;
Nexity;;;https://www.nexity.fr/;Other;;
Culligan;;;https://www.culligan.fr/;Other;;
Euridis Business School;;;https://www.euridis-ecole.com/;Formation/Education;;
Atys Concept;;;https://www.atys-concept.com/;Other;;
Castorama;;;https://www.castorama.fr/;Other;;
Grtgaz;;;https://www.grtgaz.com/en;Other;;
Metro/Makro;;;https://www.metro.fr/;Other;;
Starlims;;;https://www.starlims.com/;Other;;
Ingéniance;;;https://www.ingeniance.fr/;Other;;
Investissement Locatif;;;https://www.investissement-locatif.com/;Other;;
Yoburo;;;https://yoburo.com/;Recruitment;;
Lynk House;;;https://www.lynk-house.com/;Other;;
Magnard-Vuibert;;;https://www.magnard.fr/qui-sommes-nous;Formation/Education;;
Cabinet Vaquette Conseil Rh;;;https://www.vaquette-conseilrh.com/;Recruitment;;
Hireos;;;https://www.hireos.fr/;Recruitment;;
Leyton;;;https://leyton.com/fr/;Other;;
Atprint;;;https://www.atprint.fr/;Other;;
Vestack;;;https://www.vestack.com/en/;Other;;
Silvex;;;https://www.silvex.io/;Recruitment;;
Riverchelles Garonor;;;https://www.riverchelles.fr/;Recruitment;;
Substances Actives;;;https://www.substancesactives.com/en/;Other;;
Mindigital;;;https://mindigital.fr/;Recruitment;;
Ouidou;;;https://ouidou.fr/;Other;;
Keyence France;;;https://www.keyence.fr/;Recruitment;;
Nexton Consulting Fr;;;https://nexton-consulting.com/;Other;;
Tie-Up;;;https://www.linguee.fr/anglais-francais/traduction/tie+up.html;Recruitment;;
Facility Job;;;https://facilityjob.fr/;Recruitment;;
Wavestone;;;https://www.wavestone.com/en/;Other;;
Revolt;;;https://revolt.chat/;Other;;
Eca Patrimoine;;;https://eca-assurances.com/epargne-placement/;Other;;
Casden - Banque Populaire;;;https://www.casden.fr/;Other;;
Deessi;;;https://www.deessi.si/;Other;;
Titan Partners;;;https://www.titanpartners.fr/;Recruitment;;
Jcw Search Ltd;;;https://www.jcwresourcing.com/;Recruitment;;
1Pacteo;;;https://1pacteo.fr/;Other;;
Lcl;;;https://www.lcl.fr/;Other;;
Cnav;;;https://www.lassuranceretraite.fr/portail-info/home.html;Other;;
La Fonderie Ressources;;;https://lafonderie-ressources.fr/;Other;;
Le Bon Candidat;;;https://www.leboncandidat.fr/;Recruitment;;
Axialease;;;https://www.axialease.fr/;Other;;
People In;;;https://www.people-in.fr/accueil;Recruitment;;
Ava2I;;;https://ava2i.com/;Other;;
Human Search;;;https://www.human-search.fr/;Recruitment;;
Banque Delubac Et Cie;;;https://www.delubac.com/fr/;Other;;
Nexoris;;;https://nexoris.com/;Recruitment;;
La Banque Postale Consumer Finance;;;https://www.labanquepostale.fr/particulier/emprunter/financement-de-projets.html;Other;;
Alfi;;;https://www.alfi-asso.org/;Other;;
Selexium Patrimoine Finance Conseil;;;https://www.selexium.com/;Other;;
Dlpk;;;https://www.dlpk.fr/;Other;;
Mufg - France;;;https://www.mufgemea.com/index-fr.html;Recruitment;;
Wall Street English;;;https://wallstreetenglish.fr/;Formation/Education;;
Accorcorpo;;;https://careers.accor.com/global/en;Recruitment;;
Hôpital Fondation Adolphe De Rothschild;;;https://www.fo-rothschild.fr/;Other;;
Le Mercato De L'Emploi;;;https://www.mercato-emploi.com/;Recruitment;;
Mutuelle Des Architectes Français Assurances;;;https://www.maf.fr/;Other;;
Agrihub;;;https://fr.linkedin.com/company/agrihub;Other;;
Supplay;;;https://www.supplay.fr/;Recruitment;;
Mondial Pare-Brise;;;https://www.mondialparebrise.fr/;Other;;
Groupe Etam;;;https://etam-groupe.com/;Other;;
Clarins;;;https://www.clarins.fr/;Other;;
Réseau Vidi;;;https://www.groupe-vidi.fr/;Recruitment;;
Yeelder;;;https://fr.indeed.com/cmp/Yeelders/salaries;Other;;
Animalis;;;https://www.animalis.com/;Other;;
Autobacs France;;;https://www.autobacs.fr/;Other;;
Gk Professional;;;https://gkpro.fr/;Other;;
Maje Siège;;;https://www.smcp.com/fr/maje-nous-invite-dans-son-nouveau-siege-parisien/;Other;;
Aldi;;;https://www.aldi.fr/;Other;;
Hutchinson;;;https://www.hutchinson.com/en;Other;;
Adapei 91 - Résidence Soleil;;;https://adapei91.fr/residence-soleil/;Other;;
Espi;;;https://groupe-espi.fr/;Formation/Education;;
Sorrel;;;https://en.wikipedia.org/wiki/Sorrel;Other;;
Sopodex;;;https://www.pagesjaunes.fr/pros/05215374;Other;;
Veolia Environnement Sa;;;https://www.veolia.com/fr;Other;;
Recrutjobext;;;https://fr.indeed.com/cmp/Recrutjobext;Recruitment;;
Seni;;;https://www.seni.fr/;Other;;
Digiconseil;;;https://digiconseil.fr/;Other;;
Les Polinsons;;;https://lespolinsons.fr/;Other;;
Marquetis For La Banque Postale Consumer Finance;;;https://fr.indeed.com/q-la-banque-postale-consumer-finance-emplois.html;Recruitment;;
Grenelle Distribution;;;https://grenelledistribution.fr/;Other;;
Erco Lumières;;;https://www.erco.com/fr/;Other;;
Coriance;;;https://groupe-coriance.fr/;Other;;
Relais & Châteaux;;;https://www.relaischateaux.com/fr/;Other;;
Hauts-De-Seine;;;https://www.hauts-de-seine.fr/;Other;;
(Re)Set;;;https://reset.earth/;Other;;
Euro Sûreté Protection;;;https://esp-securite.fr/;Other;;
Etablissement Saint-Joseph Foyer De Vie;;;https://philanthropique-saintjoseph.fr/;Recruitment;;
Crit;;;https://www.crit-job.com/;Recruitment;;
Levi'S;;;https://www.levi.com/FR/fr_FR/;Other;;
Crédit Agricole Group Infrastructure Platform;;;https://www.credit-agricole.com/en/business-lines-and-brands/all-brands/credit-agricole-group-infrastructure-platform;Other;;
Goron Sas;;;https://www.goron.fr/;Other;;
Century 21 Immo Conseil;;;https://www.century21.fr/trouver_agence/agence/465346825/;Other;;
Lazeo;;;https://www.lazeo.com/en/;Other;;
Cityone;;;https://www.cityone.fr/;Recruitment;;
La Halle (Siège);;;https://www.lahalle.com/page-designer-page-designer-cgv-ml-mentionslegales.html#:~:text=Le%20site%20www.lahalle.com,02.99.19.98.98).;Other;;
Cth-3D;;;https://www.cth-3d.fr/;Other;;
Fhp Vileda Sas;;;https://www.societe.com/societe/fhp-vileda-341662112.html;Other;;
Klesia;;;https://www.klesia.fr/;Other;;
Gitec;;;https://www.gitec.fr/;Recruitment;;
App.Rendre;;;https://www.app-rendre.fr/;Formation/Education;;
Aftral;;;https://www.aftral.com/;Formation/Education;;
Babychou Services;;;https://www.babychou.com/;Other;;
Groupe Partnaire;;;https://www.partnaire.fr/;Recruitment;;
Alternance Hauts-De-Seine;;;https://recrutement.hauts-de-seine.fr/nous-rejoindre/alternance-apprentissage;Recruitment;;
Sfr;;;https://www.sfr.fr/;Other;;
Riverchelles Paris;;;https://www.riverchelles.fr/;Recruitment;;
Daniel Feau;;;https://danielfeau.com/fr/;Other;;
Epresspack;;;https://epresspack.com/;Other;;
Ineos;;;https://www.ineos.com/;Other;;
Technologia;;;https://technologia.fr/;Recruitment;;
Airess;;;https://airess.net/;Other;;
N.A.;;;https://en.wikipedia.org/wiki/Na;Other;;
Relais D'Or;;;https://www.relaisdor.fr/;Other;;
Sonepar France;;;https://www.sonepar.fr/fr-fr;Other;;
Seres Technologies;;;https://www.seres-technologies.com/en/;Other;;
Partner Conseils;;;https://www.partner-assurances.com/;Other;;
Puig Deutschland Gmbh;;;https://www.puig.com/en;Other;;
Comptoir Nouveau De La Parfumerie;;;https://industrie.usinenouvelle.com/fiche/etablissement/comptoir-nouveau-de-la-parfumerie-84337939;Other;;
Fonds De Garantie Des Victimes;;;https://www.fondsdegarantie.fr/;Other;;
Bizon (Publicis Groupe);;;https://france.publicisgroupe.com/publicis-groupe-acquiert-bizon-agence-dediee-a-laccompagnement-des-marques-sur-amazon/;Other;;
Sevetys;;;https://sevetys.fr/;Recruitment;;
Ab Transport;;;http://www.abtransport.fr/;Other;;
Altidom;;;https://altidom.com/;Other;;
Les Petites Canailles;;;https://www.lespetitescanailles.fr/;Other;;
Christian Bordet (Agent Général A2P Axa);;;https://agence.axa.fr/ile-de-france/hauts-de-seine/boulogne-billancourt/christian-bordet;Other;;
Sncf Voyages Développement;;;https://fr.linkedin.com/company/sncf-voyages-developpement;Recruitment;;
R&D Vision;;;https://rd-vision.com/;Other;;
Arcitek;;;https://www.arcitek.fr/;Other;;
Idf - Keolis 2024;;;https://www.keolis-idf.com/qui-sommes-nous/;Other;;
Dualis Partner;;;https://www.dualispartner.fr/;Recruitment;;
Komet France;;;https://komet.fr/fr-FR;Recruitment;;
Sa Hlm Irp;;;https://hlm-irp.com/;Other;;
Obrigado Rodizio;;;https://obrigadorodizio.com/;Other;;
Groupe Pénélope;;;https://penelope.fr/;Recruitment;;
Correggio Consulting;;;https://correggioconsulting.com/;Recruitment;;
Dpd;;;https://www.dpd.com/fr/en/;Other;;
Cabinet Jourdan;;;https://www.cabinetjourdan.com/;Other;;
Cnrs;;;https://www.cnrs.fr/fr;Recruitment;;
Havea Group;;;https://havea.com/en/;Recruitment;;
Impf;;;https://www.impf.fr/;Other;;
Proman;;;https://www.proman-emploi.fr/;Recruitment;;
Action Logement;;;https://www.actionlogement.fr/;Other;;
Saferail;;;https://www.saferail.fr/;Other;;
Jcdecaux;;;https://www.jcdecaux.fr/;Other;;
Adonis Education;;;https://adonis.education/;Formation/Education;;
Maison Medicale Notre Dame Du Lac;;;https://lesdiaconesses.org/maison-medicale-notre-dame-du-lac/;Other;;
Rhestia;;;https://rhestia.fr/;Recruitment;;
Par Excellence;;;https://fr.wiktionary.org/wiki/par_excellence;Other;;
Econocom;;;https://www.econocom.com/;Other;;
Sos Oxygene;;;https://www.sosoxygene.com/;Other;;
Bei;;;https://www.eib.org/en/index;Other;;
Versant Sas;;;https://versant-groupe.com/;Other;;
B&A Conseils;;;https://fr.linkedin.com/company/b-a-conseil;Other;;
Mandarin Oriental Hotel Group;;;https://www.mandarinoriental.com/en/;Other;;
Infopro Digital;;;https://www.infopro-digital.com/;Other;;
Selfing;;;https://www.selfing.fr/;Other;;
